0;1;2;3;4;5;6;7;8;9;10;Date
;     RR Data;            ;FFT spectrum;            ; AR Spectrum;            ;            ;            ;            ;;
;        Time; RR interval;   Frequency;         PSD;   Frequency;         PSD;   VLF comp.;    LF comp.;    HF comp.;;
;         (s);         (s);        (Hz);(ms^2/Hz);        (Hz);(ms^2/Hz);(ms^2/Hz);(ms^2/Hz);(ms^2/Hz);;
;100.794;0.744;0.380;93862.3427;0.380;30003.4617;            ;            ;            ;;2024-11-03
;101.520;0.726;0.383;125061.4587;0.383;29328.1076;            ;            ;            ;;2024-11-03
;102.239;0.719;0.387;122587.9673;0.387;28612.1925;            ;            ;            ;;2024-11-03
;103.113;0.874;0.390;104216.0411;0.390;27851.1730;            ;            ;            ;;2024-11-03
;104.205;1.092;0.393;85774.5987;0.393;27041.7851;            ;            ;            ;;2024-11-03
;105.281;1.076;0.397;69823.5368;0.397;26182.4639;            ;            ;            ;;2024-11-03
;106.042;0.761;0.400;56912.2019;0.400;25273.6768;            ;            ;            ;;2024-11-03
;106.762;0.720;0.403;48201.7964;0.403;24318.1219;            ;            ;            ;;2024-11-03
;107.464;0.702;0.407;41226.2383;0.407;23320.7604;            ;            ;            ;;2024-11-03
;108.150;0.686;0.410;29598.5753;0.410;22288.6617;            ;            ;            ;;2024-11-03
;108.828;0.678;0.413;13080.2098;0.413;21230.6718;            ;            ;            ;;2024-11-03
;109.524;0.696;0.417;4140.2525;0.417;20156.9343;            ;            ;            ;;2024-11-03
;110.779;1.255;0.420;11279.9835;0.420;19078.3168;            ;            ;            ;;2024-11-03
;111.921;1.142;0.423;24542.8521;0.423;18005.8081;            ;            ;            ;;2024-11-03
;112.856;0.935;0.427;30519.5916;0.427;16949.9484;            ;            ;            ;;2024-11-03
;113.985;1.129;0.430;26910.1262;0.430;15920.3468;            ;            ;            ;;2024-11-03
;114.755;0.770;0.433;17602.3483;0.433;14925.3219;            ;            ;            ;;2024-11-03
;115.484;0.729;0.437;7222.6680;0.437;13971.6787;            ;            ;            ;;2024-11-03
;116.215;0.731;0.440;1851.9999;0.440;13064.6198;            ;            ;            ;;2024-11-03
;117.033;0.818;0.443;4565.6656;0.443;12207.7708;            ;            ;            ;;2024-11-03
;118.044;1.011;0.447;10258.1999;0.447;11403.2936;            ;            ;            ;;2024-11-03
;119.284;1.240;0.450;11999.2280;0.450;10652.0587;            ;            ;            ;;2024-11-03
;120.175;0.891;0.453;7782.5950;0.453;9953.8490;            ;            ;            ;;2024-11-03
;120.938;0.763;0.457;2312.8974;0.457;9307.5728;            ;            ;            ;;2024-11-03
;121.674;0.736;0.460;3386.9075;0.460;8711.4688;            ;            ;            ;;2024-11-03
;122.395;0.721;0.463;7519.2756;0.463;8163.2922;            ;            ;            ;;2024-11-03
;123.153;0.758;0.467;4896.7288;0.467;7660.4764;            ;            ;            ;;2024-11-03
;124.167;1.014;0.470;418.0424;0.470;7200.2670;            ;            ;            ;;2024-11-03
;125.398;1.231;0.473;2268.0300;0.473;6779.8293;            ;            ;            ;;2024-11-03
;126.227;0.829;0.477;5744.5645;0.477;6396.3308;            ;            ;            ;;2024-11-03
;126.996;0.769;0.480;5399.4343;0.480;6047.0032;            ;            ;            ;;2024-11-03
;127.735;0.739;0.483;3306.5584;0.483;5729.1851;            ;            ;            ;;2024-11-03
;128.458;0.723;0.487;3892.4854;0.487;5440.3503;            ;            ;            ;;2024-11-03
;129.170;0.712;0.490;5552.6859;0.490;5178.1247;            ;            ;            ;;2024-11-03
;129.928;0.758;0.493;2967.9419;0.493;4940.2928;            ;            ;            ;;2024-11-03
;131.194;1.266;0.497;625.6106;0.497;4724.7989;            ;            ;            ;;2024-11-03
;132.227;1.033;0.500;5039.1046;0.500;4529.7410;            ;            ;            ;;2024-11-03
;133.156;0.929;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;133.922;0.766;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;134.656;0.734;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;135.383;0.727;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;136.119;0.736;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;137.227;1.108;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;138.167;0.940;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;139.030;0.863;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;140.298;1.268;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;141.097;0.799;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;141.832;0.735;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;142.548;0.716;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;143.264;0.716;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;144.357;1.093;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;145.644;1.287;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;146.548;0.904;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;147.321;0.773;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;148.058;0.737;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;148.789;0.731;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;149.546;0.757;            ;            ;            ;            ;            ;            ;            ;;2024-11-03
;0.719;0.719;0.000;0.6323;0.000;3860.0561;            ;            ;            ;;2024-11-04
;1.457;0.738;0.003;4.4909;0.003;7731.4704;            ;            ;            ;;2024-11-04
;2.676;1.219;0.007;2.3108;0.007;7765.6681;            ;            ;            ;;2024-11-04
;3.951;1.275;0.010;14.2039;0.010;7823.0775;            ;            ;            ;;2024-11-04
;4.740;0.789;0.013;79.8751;0.013;7904.3277;            ;            ;            ;;2024-11-04
;5.486;0.746;0.017;122.0993;0.017;8010.3191;            ;            ;            ;;2024-11-04
;6.232;0.746;0.020;150.3190;0.020;8142.2433;            ;            ;            ;;2024-11-04
;7.579;1.347;0.023;422.0307;0.023;8301.6107;            ;            ;            ;;2024-11-04
;8.933;1.354;0.027;2019.7661;0.027;8490.2859;            ;            ;            ;;2024-11-04
;9.676;0.743;0.030;6537.1545;0.030;8710.5323;            ;            ;            ;;2024-11-04
;10.436;0.760;0.033;10729.7284;0.033;8965.0689;            ;            ;            ;;2024-11-04
;11.176;0.740;0.037;8426.8478;0.037;9257.1402;            ;            ;            ;;2024-11-04
;11.989;0.813;0.040;2836.0854;0.040;9590.6031;            ;            ;            ;;2024-11-04
;13.386;1.397;0.043;806.8722;0.043;9970.0349;            ;            ;            ;;2024-11-04
;14.597;1.211;0.047;2170.0374;0.047;10400.8672;            ;            ;            ;;2024-11-04
;15.717;1.120;0.050;7886.5126;0.050;10889.5526;            ;            ;            ;;2024-11-04
;16.601;0.884;0.053;14977.7915;0.053;11443.7740;            ;            ;            ;;2024-11-04
;17.336;0.735;0.057;14232.8374;0.057;12072.7068;            ;            ;            ;;2024-11-04
;18.012;0.676;0.060;11055.5771;0.060;12787.3516;            ;            ;            ;;2024-11-04
;19.394;1.382;0.063;16849.6540;0.063;13600.9569;            ;            ;            ;;2024-11-04
;20.576;1.182;0.067;27092.9344;0.067;14529.5627;            ;            ;            ;;2024-11-04
;21.652;1.076;0.070;28041.4372;0.070;15592.7018;            ;            ;            ;;2024-11-04
;22.839;1.187;0.073;15017.9986;0.073;16814.3165;            ;            ;            ;;2024-11-04
;23.625;0.786;0.077;3293.2180;0.077;18223.9637;            ;            ;            ;;2024-11-04
;24.356;0.731;0.080;5890.1330;0.080;19858.4200;            ;            ;            ;;2024-11-04
;25.579;1.223;0.083;14347.8188;0.083;21763.8384;            ;            ;            ;;2024-11-04
;26.823;1.244;0.087;23604.4443;0.087;23998.6833;            ;            ;            ;;2024-11-04
;27.657;0.834;0.090;45630.2720;0.090;26637.7755;            ;            ;            ;;2024-11-04
;28.419;0.762;0.093;86808.3397;0.093;29777.9415;            ;            ;            ;;2024-11-04
;29.157;0.738;0.097;115986.3609;0.097;33546.0224;            ;            ;            ;;2024-11-04
;29.895;0.738;0.100;89323.2260;0.100;38110.4087;            ;            ;            ;;2024-11-04
;31.106;1.211;0.103;39143.7094;0.103;43697.9378;            ;            ;            ;;2024-11-04
;32.354;1.248;0.107;46203.1598;0.107;50619.1047;            ;            ;            ;;2024-11-04
;33.393;1.039;0.110;108192.4221;0.110;59306.4070;            ;            ;            ;;2024-11-04
;34.391;0.998;0.113;157603.3517;0.113;70373.8585;            ;            ;            ;;2024-11-04
;35.140;0.749;0.117;187635.2838;0.117;84711.2617;            ;            ;            ;;2024-11-04
;35.952;0.812;0.120;270213.5783;0.120;103636.4525;            ;            ;            ;;2024-11-04
;37.110;1.158;0.123;484268.0384;0.123;129144.9818;            ;            ;            ;;2024-11-04
;38.214;1.104;0.127;807718.1853;0.127;164321.7219;            ;            ;            ;;2024-11-04
;39.157;0.943;0.130;1011401.5370;0.130;214005.7044;            ;            ;            ;;2024-11-04
;40.411;1.254;0.133;878500.6249;0.133;285770.0658;            ;            ;            ;;2024-11-04
;41.349;0.938;0.137;573158.7220;0.137;390910.3818;            ;            ;            ;;2024-11-04
;42.444;1.095;0.140;449331.8534;0.140;543342.6231;            ;            ;            ;;2024-11-04
;43.480;1.036;0.143;554374.5727;0.143;748474.6640;            ;            ;            ;;2024-11-04
;44.217;0.737;0.147;665979.9301;0.147;967766.1094;            ;            ;            ;;2024-11-04
;44.973;0.756;0.150;730586.0174;0.150;1087612.5644;            ;            ;            ;;2024-11-04
;46.231;1.258;0.153;750022.1526;0.153;1019724.8812;            ;            ;            ;;2024-11-04
;47.220;0.989;0.157;653399.4010;0.157;831748.1599;            ;            ;            ;;2024-11-04
;48.418;1.198;0.160;650029.0414;0.160;637345.0983;            ;            ;            ;;2024-11-04
;49.177;0.759;0.163;725898.0885;0.163;484261.1919;            ;            ;            ;;2024-11-04
;49.922;0.745;0.167;524055.5327;0.167;373953.3049;            ;            ;            ;;2024-11-04
;50.745;0.823;0.170;231821.3368;0.170;295846.9307;            ;            ;            ;;2024-11-04
;52.108;1.363;0.173;128670.1477;0.173;239994.8689;            ;            ;            ;;2024-11-04
;53.373;1.265;0.177;70129.4706;0.177;199282.8673;            ;            ;            ;;2024-11-04
;54.393;1.020;0.180;70077.0735;0.180;168970.8816;            ;            ;            ;;2024-11-04
;55.180;0.787;0.183;198879.5809;0.183;145938.9965;            ;            ;            ;;2024-11-04
;55.912;0.732;0.187;268410.2017;0.187;128114.5545;            ;            ;            ;;2024-11-04
;56.638;0.726;0.190;172030.8918;0.190;114096.5420;            ;            ;            ;;2024-11-04
;57.366;0.728;0.193;41890.5559;0.193;102918.9026;            ;            ;            ;;2024-11-04
;58.137;0.771;0.197;1043.3305;0.197;93901.9873;            ;            ;            ;;2024-11-04
;59.493;1.356;0.200;24064.9371;0.200;86558.3649;            ;            ;            ;;2024-11-04
;60.782;1.289;0.203;38603.5511;0.203;80532.1280;            ;            ;            ;;2024-11-04
;62.063;1.281;0.207;33541.3209;0.207;75559.0599;            ;            ;            ;;2024-11-04
;62.918;0.855;0.210;29277.4484;0.210;71439.9959;            ;            ;            ;;2024-11-04
;63.689;0.771;0.213;24635.2419;0.213;68022.6739;            ;            ;            ;;2024-11-04
;64.445;0.756;0.217;16362.8971;0.217;65189.1441;            ;            ;            ;;2024-11-04
;65.207;0.762;0.220;11271.2379;0.220;62846.8824;            ;            ;            ;;2024-11-04
;65.761;0.554;0.223;11818.8941;0.223;60922.4093;            ;            ;            ;;2024-11-04
;67.211;1.450;0.227;14219.5520;0.227;59356.6303;            ;            ;            ;;2024-11-04
;68.485;1.274;0.230;11181.5909;0.230;58101.3755;            ;            ;            ;;2024-11-04
;69.731;1.246;0.233;9772.8810;0.233;57116.7835;            ;            ;            ;;2024-11-04
;70.579;0.848;0.237;30117.4458;0.237;56369.2887;            ;            ;            ;;2024-11-04
;71.342;0.763;0.240;59659.6957;0.240;55830.0425;            ;            ;            ;;2024-11-04
;72.112;0.770;0.243;61384.0163;0.243;55473.6545;            ;            ;            ;;2024-11-04
;72.710;0.598;0.247;36907.5263;0.247;55277.1709;            ;            ;            ;;2024-11-04
;74.120;1.410;0.250;20670.5021;0.250;55219.2385;            ;            ;            ;;2024-11-04
;75.323;1.203;0.253;24288.4209;0.253;55279.4192;            ;            ;            ;;2024-11-04
;76.592;1.269;0.257;39048.8293;0.257;55437.6377;            ;            ;            ;;2024-11-04
;77.373;0.781;0.260;52909.2691;0.260;55673.7556;            ;            ;            ;;2024-11-04
;78.108;0.735;0.263;39453.1820;0.263;55967.2760;            ;            ;            ;;2024-11-04
;78.840;0.732;0.267;8684.7912;0.267;56297.1888;            ;            ;            ;;2024-11-04
;80.119;1.279;0.270;19135.8576;0.270;56641.9689;            ;            ;            ;;2024-11-04
;81.246;1.127;0.273;54550.7506;0.273;56979.7389;            ;            ;            ;;2024-11-04
;82.328;1.082;0.277;47669.8143;0.277;57288.6017;            ;            ;            ;;2024-11-04
;83.296;0.968;0.280;19483.4108;0.280;57547.1336;            ;            ;            ;;2024-11-04
;84.147;0.851;0.283;11702.5731;0.283;57735.0160;            ;            ;            ;;2024-11-04
;85.328;1.181;0.287;30848.9738;0.287;57833.7606;            ;            ;            ;;2024-11-04
;86.152;0.824;0.290;79179.2869;0.290;57827.4686;            ;            ;            ;;2024-11-04
;87.112;0.960;0.293;100799.3281;0.293;57703.5459;            ;            ;            ;;2024-11-04
;88.159;1.047;0.297;60548.8930;0.297;57453.2965;            ;            ;            ;;2024-11-04
;88.981;0.822;0.300;31970.2281;0.300;57072.3199;            ;            ;            ;;2024-11-04
;89.730;0.749;0.303;48129.7597;0.303;56560.6575;            ;            ;            ;;2024-11-04
;90.488;0.758;0.307;50194.7720;0.307;55922.6654;            ;            ;            ;;2024-11-04
;91.794;1.306;0.310;24597.6716;0.310;55166.6193;            ;            ;            ;;2024-11-04
;93.015;1.221;0.313;14390.0577;0.313;54304.0944;            ;            ;            ;;2024-11-04
;94.145;1.130;0.317;31922.5365;0.317;53349.1844;            ;            ;            ;;2024-11-04
;95.253;1.108;0.320;63923.2431;0.320;52317.6396;            ;            ;            ;;2024-11-04
;96.063;0.810;0.323;106154.4995;0.323;51226.0003;            ;            ;            ;;2024-11-04
;96.807;0.744;0.327;133798.0926;0.327;50090.7962;            ;            ;            ;;2024-11-04
;97.717;0.910;0.330;109137.3544;0.330;48927.8608;            ;            ;            ;;2024-11-04
;99.026;1.309;0.333;59619.2582;0.333;47751.7893;            ;            ;            ;;2024-11-04
;100.087;1.061;0.337;33553.1642;0.337;46575.5514;            ;            ;            ;;2024-11-04
;101.338;1.251;0.340;13918.1679;0.340;45410.2496;            ;            ;            ;;2024-11-04
;102.119;0.781;0.343;3739.7854;0.343;44265.0063;            ;            ;            ;;2024-11-04
;102.856;0.737;0.347;31430.2064;0.347;43146.9557;            ;            ;            ;;2024-11-04
;103.594;0.738;0.350;54539.2642;0.350;42061.3140;            ;            ;            ;;2024-11-04
;104.773;1.179;0.353;45059.4080;0.353;41011.5030;            ;            ;            ;;2024-11-04
;106.074;1.301;0.357;39145.1029;0.357;39999.3086;            ;            ;            ;;2024-11-04
;107.227;1.153;0.360;41907.1033;0.360;39025.0553;            ;            ;            ;;2024-11-04
;108.150;0.923;0.363;29839.0957;0.363;38087.7876;            ;            ;            ;;2024-11-04
;108.966;0.816;0.367;8659.0525;0.367;37185.4494;            ;            ;            ;;2024-11-04
;109.735;0.769;0.370;4545.8519;0.370;36315.0585;            ;            ;            ;;2024-11-04
;110.993;1.258;0.373;33568.8815;0.373;35472.8756;            ;            ;            ;;2024-11-04
;112.187;1.194;0.377;80749.7789;0.377;34654.5689;            ;            ;            ;;2024-11-04
;113.118;0.931;0.380;104509.6042;0.380;33855.3762;            ;            ;            ;;2024-11-04
;114.306;1.188;0.383;85698.9380;0.383;33070.2679;            ;            ;            ;;2024-11-04
;115.126;0.820;0.387;50098.8086;0.387;32294.1123;            ;            ;            ;;2024-11-04
;115.957;0.831;0.390;26987.5889;0.390;31521.8450;            ;            ;            ;;2024-11-04
;117.076;1.119;0.393;19966.1831;0.393;30748.6411;            ;            ;            ;;2024-11-04
;118.314;1.238;0.397;18195.1912;0.397;29970.0877;            ;            ;            ;;2024-11-04
;119.085;0.771;0.400;16037.3300;0.400;29182.3509;            ;            ;            ;;2024-11-04
;119.827;0.742;0.403;15632.0516;0.403;28382.3310;            ;            ;            ;;2024-11-04
;120.631;0.804;0.407;19962.6106;0.407;27567.7958;            ;            ;            ;;2024-11-04
;121.797;1.166;0.410;26040.3409;0.410;26737.4825;            ;            ;            ;;2024-11-04
;123.114;1.317;0.413;23833.2404;0.413;25891.1596;            ;            ;            ;;2024-11-04
;124.200;1.086;0.417;14166.1668;0.417;25029.6403;            ;            ;            ;;2024-11-04
;125.349;1.149;0.420;14799.1792;0.420;24154.7444;            ;            ;            ;;2024-11-04
;126.120;0.771;0.423;34054.7649;0.423;23269.2092;            ;            ;            ;;2024-11-04
;126.864;0.744;0.427;53279.8709;0.427;22376.5525;            ;            ;            ;;2024-11-04
;127.624;0.760;0.430;54322.8991;0.430;21480.8992;            ;            ;            ;;2024-11-04
;128.892;1.268;0.433;43428.8631;0.433;20586.7829;            ;            ;            ;;2024-11-04
;130.179;1.287;0.437;34464.9566;0.437;19698.9374;            ;            ;            ;;2024-11-04
;131.360;1.181;0.440;33320.1949;0.440;18822.0936;            ;            ;            ;;2024-11-04
;132.392;1.032;0.443;37885.7861;0.443;17960.7927;            ;            ;            ;;2024-11-04
;133.223;0.831;0.447;42834.6327;0.447;17119.2296;            ;            ;            ;;2024-11-04
;133.978;0.755;0.450;45657.0421;0.450;16301.1298;            ;            ;            ;;2024-11-04
;135.310;1.332;0.453;46022.9410;0.453;15509.6645;            ;            ;            ;;2024-11-04
;136.416;1.106;0.457;39630.0099;0.457;14747.4028;            ;            ;            ;;2024-11-04
;137.667;1.251;0.460;24442.4740;0.460;14016.2974;            ;            ;            ;;2024-11-04
;138.470;0.803;0.463;11874.9189;0.463;13317.6990;            ;            ;            ;;2024-11-04
;139.235;0.765;0.467;13568.0177;0.467;12652.3922;            ;            ;            ;;2024-11-04
;139.999;0.764;0.470;23522.5047;0.470;12020.6478;            ;            ;            ;;2024-11-04
;140.749;0.750;0.473;26137.4681;0.473;11422.2836;            ;            ;            ;;2024-11-04
;141.533;0.784;0.477;16993.3025;0.477;10856.7312;            ;            ;            ;;2024-11-04
;142.879;1.346;0.480;6228.7065;0.480;10323.1013;            ;            ;            ;;2024-11-04
;143.993;1.114;0.483;1394.6903;0.483;9820.2479;            ;            ;            ;;2024-11-04
;145.067;1.074;0.487;739.2583;0.487;9346.8262;            ;            ;            ;;2024-11-04
;146.007;0.940;0.490;1468.8976;0.490;8901.3452;            ;            ;            ;;2024-11-04
;147.148;1.141;0.493;2093.4399;0.493;8482.2134;            ;            ;            ;;2024-11-04
;147.902;0.754;0.497;1432.6695;0.497;8087.7780;            ;            ;            ;;2024-11-04
;148.677;0.775;0.500;1116.2891;0.500;7716.3574;            ;            ;            ;;2024-11-04
;149.778;1.101;            ;            ;            ;            ;            ;            ;            ;;2024-11-04
;150.979;1.201;            ;            ;            ;            ;            ;            ;            ;;2024-11-04
;0.793;0.793;0.000;263.4987;0.000;637971.7858;            ;            ;            ;;2024-11-05
;2.004;1.211;0.003;215.1993;0.003;1277255.6040;            ;            ;            ;;2024-11-05
;3.107;1.103;0.007;2152.8094;0.007;1281198.2546;            ;            ;            ;;2024-11-05
;3.983;0.876;0.010;23729.4914;0.010;1287791.1644;            ;            ;            ;;2024-11-05
;4.700;0.717;0.013;42831.4326;0.013;1297066.9968;            ;            ;            ;;2024-11-05
;5.418;0.718;0.017;20630.9693;0.017;1309071.3146;            ;            ;            ;;2024-11-05
;6.693;1.275;0.020;108533.1791;0.020;1323862.3759;            ;            ;            ;;2024-11-05
;7.819;1.126;0.023;329485.4409;0.023;1341510.8146;            ;            ;            ;;2024-11-05
;8.755;0.936;0.027;494232.3864;0.027;1362099.1598;            ;            ;            ;;2024-11-05
;9.547;0.792;0.030;904164.4006;0.030;1385721.1312;            ;            ;            ;;2024-11-05
;10.265;0.718;0.033;1879544.5680;0.033;1412480.6345;            ;            ;            ;;2024-11-05
;10.570;0.305;0.037;3590345.9187;0.037;1442490.3564;            ;            ;            ;;2024-11-05
;10.881;0.311;0.040;5482808.7378;0.040;1475869.8381;            ;            ;            ;;2024-11-05
;12.467;1.586;0.043;5104027.8085;0.043;1512742.8799;            ;            ;            ;;2024-11-05
;14.734;2.267;0.047;2547297.2276;0.047;1553234.0986;            ;            ;            ;;2024-11-05
;15.463;0.729;0.050;1664874.3135;0.050;1597464.4322;            ;            ;            ;;2024-11-05
;16.873;1.410;0.053;2864071.1074;0.053;1645545.3552;            ;            ;            ;;2024-11-05
;20.529;3.656;0.057;3249022.5062;0.057;1697571.5458;            ;            ;            ;;2024-11-05
;24.684;4.155;0.060;2143057.3896;0.060;1753611.7354;            ;            ;            ;;2024-11-05
;25.396;0.712;0.063;818093.9160;0.063;1813697.4794;            ;            ;            ;;2024-11-05
;28.735;3.339;0.067;206227.7929;0.067;1877809.6327;            ;            ;            ;;2024-11-05
;29.125;0.390;0.070;210152.7635;0.070;1945862.4116;            ;            ;            ;;2024-11-05
;29.859;0.734;0.073;629698.9946;0.073;2017685.0854;            ;            ;            ;;2024-11-05
;30.588;0.729;0.077;1239845.3911;0.077;2093001.6094;            ;            ;            ;;2024-11-05
;31.604;1.016;0.080;1075738.7986;0.080;2171408.8802;            ;            ;            ;;2024-11-05
;34.583;2.979;0.083;287570.0040;0.083;2252354.7976;            ;            ;            ;;2024-11-05
;35.337;0.754;0.087;444655.9927;0.087;2335117.9331;            ;            ;            ;;2024-11-05
;37.596;2.259;0.090;2636543.2105;0.090;2418791.2904;            ;            ;            ;;2024-11-05
;38.097;0.501;0.093;6660235.0233;0.093;2502273.3137;            ;            ;            ;;2024-11-05
;38.932;0.835;0.097;9456756.0109;0.097;2584269.7882;            ;            ;            ;;2024-11-05
;39.776;0.844;0.100;7810735.0544;0.100;2663310.3902;            ;            ;            ;;2024-11-05
;40.528;0.752;0.103;3646958.2853;0.103;2737783.1261;            ;            ;            ;;2024-11-05
;44.723;4.195;0.107;767410.8152;0.107;2805988.5508;            ;            ;            ;;2024-11-05
;45.456;0.733;0.110;100940.8361;0.110;2866213.3887;            ;            ;            ;;2024-11-05
;46.183;0.727;0.113;956189.3774;0.113;2916820.1375;            ;            ;            ;;2024-11-05
;46.947;0.764;0.117;2143390.8279;0.117;2956345.8547;            ;            ;            ;;2024-11-05
;48.186;1.239;0.120;2194012.3955;0.120;2983600.3471;            ;            ;            ;;2024-11-05
;48.685;0.499;0.123;1037293.7322;0.123;2997752.2411;            ;            ;            ;;2024-11-05
;48.961;0.276;0.127;510717.8622;0.127;2998391.6532;            ;            ;            ;;2024-11-05
;49.458;0.497;0.130;1302373.0899;0.130;2985560.6772;            ;            ;            ;;2024-11-05
;49.917;0.459;0.133;1950440.8283;0.133;2959747.3307;            ;            ;            ;;2024-11-05
;51.645;1.728;0.137;1597324.1144;0.137;2921844.0173;            ;            ;            ;;2024-11-05
;52.406;0.761;0.140;1002534.6373;0.140;2873076.7050;            ;            ;            ;;2024-11-05
;53.139;0.733;0.143;1445557.4917;0.143;2814914.7324;            ;            ;            ;;2024-11-05
;54.440;1.301;0.147;2597822.9831;0.147;2748972.7362;            ;            ;            ;;2024-11-05
;56.098;1.658;0.150;3261171.7757;0.150;2676915.5892;            ;            ;            ;;2024-11-05
;56.486;0.388;0.153;3794154.2557;0.153;2600374.9528;            ;            ;            ;;2024-11-05
;56.993;0.507;0.157;4729832.7270;0.157;2520882.8765;            ;            ;            ;;2024-11-05
;57.495;0.502;0.160;5532573.4662;0.160;2439824.6435;            ;            ;            ;;2024-11-05
;57.886;0.391;0.163;5813273.9350;0.163;2358410.3531;            ;            ;            ;;2024-11-05
;58.822;0.936;0.167;5915554.4786;0.167;2277662.8672;            ;            ;            ;;2024-11-05
;59.684;0.862;0.170;5720695.6173;0.170;2198418.7574;            ;            ;            ;;2024-11-05
;60.700;1.016;0.173;4518927.4211;0.173;2121338.6336;            ;            ;            ;;2024-11-05
;61.764;1.064;0.177;2675254.3735;0.177;2046923.4920;            ;            ;            ;;2024-11-05
;63.688;1.924;0.180;1327497.2490;0.180;1975534.2650;            ;            ;            ;;2024-11-05
;64.436;0.748;0.183;798996.2833;0.183;1907412.4094;            ;            ;            ;;2024-11-05
;65.172;0.736;0.187;1024343.9172;0.187;1842700.0027;            ;            ;            ;;2024-11-05
;66.184;1.012;0.190;2059265.8657;0.190;1781458.3685;            ;            ;            ;;2024-11-05
;66.534;0.350;0.193;3199059.4429;0.193;1723684.6877;            ;            ;            ;;2024-11-05
;67.045;0.511;0.197;3656446.0947;0.197;1669326.3718;            ;            ;            ;;2024-11-05
;69.267;2.222;0.200;2995923.9911;0.200;1618293.1928;            ;            ;            ;;2024-11-05
;69.552;0.285;0.203;1387952.6396;0.203;1570467.3049;            ;            ;            ;;2024-11-05
;70.246;0.694;0.207;272024.4208;0.207;1525711.3644;            ;            ;            ;;2024-11-05
;71.044;0.798;0.210;64294.8153;0.210;1483874.9933;            ;            ;            ;;2024-11-05
;75.640;4.596;0.213;314504.5245;0.213;1444799.8329;            ;            ;            ;;2024-11-05
;76.149;0.509;0.217;1320853.6174;0.217;1408323.4225;            ;            ;            ;;2024-11-05
;77.522;1.373;0.220;2196211.3737;0.220;1374282.1189;            ;            ;            ;;2024-11-05
;78.668;1.146;0.223;1789396.1949;0.223;1342513.2431;            ;            ;            ;;2024-11-05
;79.106;0.438;0.227;829419.3908;0.227;1312856.6165;            ;            ;            ;;2024-11-05
;80.238;1.132;0.230;301658.8986;0.230;1285155.6233;            ;            ;            ;;2024-11-05
;80.934;0.696;0.233;240901.3040;0.233;1259257.9126;            ;            ;            ;;2024-11-05
;81.433;0.499;0.237;403609.6462;0.237;1235015.8345;            ;            ;            ;;2024-11-05
;81.711;0.278;0.240;631469.5405;0.240;1212286.6861;            ;            ;            ;;2024-11-05
;82.266;0.555;0.243;602041.8421;0.243;1190932.8306;            ;            ;            ;;2024-11-05
;83.189;0.923;0.247;247702.9621;0.247;1170821.7389;            ;            ;            ;;2024-11-05
;83.458;0.269;0.250;577473.2902;0.250;1151825.9938;            ;            ;            ;;2024-11-05
;83.961;0.503;0.253;2263457.6307;0.253;1133823.2872;            ;            ;            ;;2024-11-05
;85.404;1.443;0.257;3665565.3898;0.257;1116696.4347;            ;            ;            ;;2024-11-05
;86.774;1.370;0.260;3003534.7901;0.260;1100333.4232;            ;            ;            ;;2024-11-05
;88.015;1.241;0.263;1266145.4794;0.263;1084627.5035;            ;            ;            ;;2024-11-05
;88.513;0.498;0.267;249318.5731;0.267;1069477.3330;            ;            ;            ;;2024-11-05
;89.106;0.593;0.270;57047.7521;0.270;1054787.1687;            ;            ;            ;;2024-11-05
;90.217;1.111;0.273;51405.6923;0.273;1040467.1066;            ;            ;            ;;2024-11-05
;91.005;0.788;0.277;20205.0568;0.277;1026433.3594;            ;            ;            ;;2024-11-05
;92.228;1.223;0.280;135104.7923;0.280;1012608.5590;            ;            ;            ;;2024-11-05
;94.453;2.225;0.283;818371.7446;0.283;998922.0702;            ;            ;            ;;2024-11-05
;96.616;2.163;0.287;2221610.0051;0.287;985310.2959;            ;            ;            ;;2024-11-05
;97.817;1.201;0.290;3482255.4746;0.290;971716.9555;            ;            ;            ;;2024-11-05
;99.131;1.314;0.293;3680075.1067;0.293;958093.3157;            ;            ;            ;;2024-11-05
;99.694;0.563;0.297;3040163.8597;0.297;944398.3548;            ;            ;            ;;2024-11-05
;100.432;0.738;0.300;2024219.2181;0.300;930598.8421;            ;            ;            ;;2024-11-05
