0;1;2;3;4;5;6;7;8;9;10;Date
;     RR Data;            ;FFT spectrum;            ; AR Spectrum;            ;            ;            ;            ;;
;        Time; RR interval;   Frequency;         PSD;   Frequency;         PSD;   VLF comp.;    LF comp.;    HF comp.;;
;         (s);         (s);        (Hz);(ms^2/Hz);        (Hz);(ms^2/Hz);(ms^2/Hz);(ms^2/Hz);(ms^2/Hz);;
;0.976;0.976;0.000;0.3730;0.000;5115.9497;            ;            ;            ;;2024-10-28
;2.307;1.331;0.003;0.6392;0.003;10251.4397;            ;            ;            ;;2024-10-28
;3.472;1.165;0.007;0.4548;0.007;10310.3423;            ;            ;            ;;2024-10-28
;4.647;1.175;0.010;33.8769;0.010;10409.4606;            ;            ;            ;;2024-10-28
;5.790;1.143;0.013;236.7866;0.013;10550.2446;            ;            ;            ;;2024-10-28
;7.106;1.316;0.017;635.5990;0.017;10734.7849;            ;            ;            ;;2024-10-28
;8.176;1.070;0.020;655.8226;0.020;10965.8763;            ;            ;            ;;2024-10-28
;9.026;0.850;0.023;109.6945;0.023;11247.1056;            ;            ;            ;;2024-10-28
;9.790;0.764;0.027;1909.0301;0.027;11582.9674;            ;            ;            ;;2024-10-28
;11.120;1.330;0.030;10818.7346;0.030;11979.0147;            ;            ;            ;;2024-10-28
;12.167;1.047;0.033;26199.3084;0.033;12442.0531;            ;            ;            ;;2024-10-28
;13.506;1.339;0.037;39597.1719;0.037;12980.3896;            ;            ;            ;;2024-10-28
;14.666;1.160;0.040;43045.5331;0.040;13604.1522;            ;            ;            ;;2024-10-28
;15.820;1.154;0.043;35554.9151;0.043;14325.7014;            ;            ;            ;;2024-10-28
;16.573;0.753;0.047;20722.6207;0.047;15160.1630;            ;            ;            ;;2024-10-28
;17.283;0.710;0.050;5404.6345;0.050;16126.1210;            ;            ;            ;;2024-10-28
;18.050;0.767;0.053;346.7365;0.053;17246.5276;            ;            ;            ;;2024-10-28
;19.428;1.378;0.057;12073.8550;0.057;18549.9062;            ;            ;            ;;2024-10-28
;20.655;1.227;0.060;32713.9202;0.060;20071.9583;            ;            ;            ;;2024-10-28
;21.708;1.053;0.063;45983.2801;0.063;21857.7297;            ;            ;            ;;2024-10-28
;23.001;1.293;0.067;44150.8330;0.067;23964.5650;            ;            ;            ;;2024-10-28
;23.897;0.896;0.070;32664.5683;0.070;26466.1787;            ;            ;            ;;2024-10-28
;24.638;0.741;0.073;19742.4856;0.073;29458.3372;            ;            ;            ;;2024-10-28
;25.369;0.731;0.077;9217.8540;0.077;33066.8821;            ;            ;            ;;2024-10-28
;26.748;1.379;0.080;2228.0952;0.080;37459.2012;            ;            ;            ;;2024-10-28
;27.982;1.234;0.083;506.7546;0.083;42860.8247;            ;            ;            ;;2024-10-28
;29.172;1.190;0.087;9457.3532;0.087;49579.6891;            ;            ;            ;;2024-10-28
;30.308;1.136;0.090;35634.9673;0.090;58041.8817;            ;            ;            ;;2024-10-28
;31.324;1.016;0.093;73301.8773;0.093;68844.3848;            ;            ;            ;;2024-10-28
;32.239;0.915;0.097;98281.7766;0.097;82832.0946;            ;            ;            ;;2024-10-28
;33.135;0.896;0.100;93567.4605;0.100;101206.2613;            ;            ;            ;;2024-10-28
;34.005;0.870;0.103;83727.2129;0.103;125662.4803;            ;            ;            ;;2024-10-28
;34.525;0.520;0.107;103689.4989;0.107;158516.4024;            ;            ;            ;;2024-10-28
;35.897;1.372;0.110;117415.8285;0.110;202643.4481;            ;            ;            ;;2024-10-28
;37.120;1.223;0.113;71516.4660;0.113;260704.8813;            ;            ;            ;;2024-10-28
;38.369;1.249;0.117;79836.8261;0.117;332478.5580;            ;            ;            ;;2024-10-28
;39.421;1.052;0.120;343410.2818;0.120;409130.4908;            ;            ;            ;;2024-10-28
;40.330;0.909;0.123;767951.8470;0.123;468122.9108;            ;            ;            ;;2024-10-28
;41.192;0.862;0.127;953061.5305;0.127;482590.9910;            ;            ;            ;;2024-10-28
;42.088;0.896;0.130;720047.4539;0.130;446773.8870;            ;            ;            ;;2024-10-28
;43.116;1.028;0.133;336944.2300;0.133;381877.6841;            ;            ;            ;;2024-10-28
;44.079;0.963;0.137;105316.1422;0.137;312944.0851;            ;            ;            ;;2024-10-28
;45.102;1.023;0.140;42305.5264;0.140;253211.2450;            ;            ;            ;;2024-10-28
;46.072;0.970;0.143;36546.8547;0.143;205794.3697;            ;            ;            ;;2024-10-28
;47.043;0.971;0.147;40128.2582;0.147;169396.5842;            ;            ;            ;;2024-10-28
;47.961;0.918;0.150;47487.0914;0.150;141669.6095;            ;            ;            ;;2024-10-28
;48.784;0.823;0.153;45343.4851;0.153;120454.4140;            ;            ;            ;;2024-10-28
;49.597;0.813;0.157;27371.7336;0.157;104066.4931;            ;            ;            ;;2024-10-28
;50.424;0.827;0.160;8415.0643;0.160;91265.9369;            ;            ;            ;;2024-10-28
;51.532;1.108;0.163;5291.6260;0.163;81157.5527;            ;            ;            ;;2024-10-28
;52.574;1.042;0.167;11051.1915;0.167;73096.5033;            ;            ;            ;;2024-10-28
;53.637;1.063;0.170;7203.7215;0.170;66615.7105;            ;            ;            ;;2024-10-28
;54.606;0.969;0.173;89.1603;0.173;61373.8214;            ;            ;            ;;2024-10-28
;55.477;0.871;0.177;14095.1578;0.177;57118.8746;            ;            ;            ;;2024-10-28
;56.334;0.857;0.180;46792.9255;0.180;53663.1074;            ;            ;            ;;2024-10-28
;57.165;0.831;0.183;64136.7351;0.183;50865.4547;            ;            ;            ;;2024-10-28
;58.450;1.285;0.187;48131.1390;0.187;48619.3137;            ;            ;            ;;2024-10-28
;59.605;1.155;0.190;23689.8355;0.190;46843.9249;            ;            ;            ;;2024-10-28
;60.690;1.085;0.193;24258.9863;0.193;45478.2518;            ;            ;            ;;2024-10-28
;61.628;0.938;0.197;45994.4370;0.197;44476.6080;            ;            ;            ;;2024-10-28
;62.520;0.892;0.200;55104.8077;0.200;43805.5200;            ;            ;            ;;2024-10-28
;63.372;0.852;0.203;35658.4610;0.203;43441.4749;            ;            ;            ;;2024-10-28
;64.171;0.799;0.207;8864.7928;0.207;43369.3114;            ;            ;            ;;2024-10-28
;64.959;0.788;0.210;71.4371;0.210;43581.0805;            ;            ;            ;;2024-10-28
;65.741;0.782;0.213;5319.9048;0.213;44075.2474;            ;            ;            ;;2024-10-28
;67.109;1.368;0.217;5942.6680;0.217;44856.1333;            ;            ;            ;;2024-10-28
;68.144;1.035;0.220;2914.6122;0.220;45933.5049;            ;            ;            ;;2024-10-28
;69.195;1.051;0.223;9161.7038;0.223;47322.2119;            ;            ;            ;;2024-10-28
;70.199;1.004;0.227;19551.1116;0.227;49041.7542;            ;            ;            ;;2024-10-28
;71.066;0.867;0.230;25064.4054;0.230;51115.6089;            ;            ;            ;;2024-10-28
;71.883;0.817;0.233;32373.0595;0.233;53570.0801;            ;            ;            ;;2024-10-28
;72.629;0.746;0.237;35999.5388;0.237;56432.3233;            ;            ;            ;;2024-10-28
;73.394;0.765;0.240;26103.7121;0.240;59727.0534;            ;            ;            ;;2024-10-28
;74.514;1.120;0.243;37053.9127;0.243;63471.2788;            ;            ;            ;;2024-10-28
;75.500;0.986;0.247;98020.9785;0.247;67666.2624;            ;            ;            ;;2024-10-28
;76.463;0.963;0.250;153487.7290;0.250;72285.9207;            ;            ;            ;;2024-10-28
;77.508;1.045;0.253;136824.1169;0.253;77261.2760;            ;            ;            ;;2024-10-28
;78.438;0.930;0.257;73453.8617;0.257;82461.7809;            ;            ;            ;;2024-10-28
;79.327;0.889;0.260;26642.3181;0.260;87676.7768;            ;            ;            ;;2024-10-28
;80.252;0.925;0.263;10821.1903;0.263;92604.1464;            ;            ;            ;;2024-10-28
;81.116;0.864;0.267;9777.2609;0.267;96857.2031;            ;            ;            ;;2024-10-28
;81.933;0.817;0.270;15598.9012;0.270;100001.7138;            ;            ;            ;;2024-10-28
;83.188;1.255;0.273;23972.1031;0.273;101627.7497;            ;            ;            ;;2024-10-28
;84.272;1.084;0.277;26127.5608;0.277;101443.6991;            ;            ;            ;;2024-10-28
;85.387;1.115;0.280;16265.3034;0.280;99359.6587;            ;            ;            ;;2024-10-28
;86.467;1.080;0.283;2465.3149;0.283;95521.3739;            ;            ;            ;;2024-10-28
;87.517;1.050;0.287;3466.3929;0.287;90275.5332;            ;            ;            ;;2024-10-28
;88.316;0.799;0.290;23810.2623;0.290;84082.1276;            ;            ;            ;;2024-10-28
;89.052;0.736;0.293;42579.0187;0.293;77413.4324;            ;            ;            ;;2024-10-28
;89.831;0.779;0.297;40043.4567;0.297;70676.3561;            ;            ;            ;;2024-10-28
;91.111;1.280;0.300;20923.7674;0.300;64173.9270;            ;            ;            ;;2024-10-28
;92.194;1.083;0.303;3247.6578;0.303;58101.3007;            ;            ;            ;;2024-10-28
;93.337;1.143;0.307;2729.0926;0.307;52562.3889;            ;            ;            ;;2024-10-28
;94.151;0.814;0.310;27454.1511;0.310;47593.8619;            ;            ;            ;;2024-10-28
;94.899;0.748;0.313;64403.5779;0.313;43188.1361;            ;            ;            ;;2024-10-28
;95.599;0.700;0.317;79859.6782;0.317;39311.6904;            ;            ;            ;;2024-10-28
;96.287;0.688;0.320;58025.9648;0.320;35918.0681;            ;            ;            ;;2024-10-28
;96.970;0.683;0.323;23559.1524;0.323;32956.3306;            ;            ;            ;;2024-10-28
;97.678;0.708;0.327;6314.4117;0.327;30376.1228;            ;            ;            ;;2024-10-28
;98.821;1.143;0.330;6525.2349;0.330;28130.4279;            ;            ;            ;;2024-10-28
;99.736;0.915;0.333;8595.6406;0.333;26176.8479;            ;            ;            ;;2024-10-28
;100.757;1.021;0.337;5821.9345;0.337;24477.9979;            ;            ;            ;;2024-10-28
;101.696;0.939;0.340;1521.3421;0.340;23001.4029;            ;            ;            ;;2024-10-28
;102.890;1.194;0.343;31.9442;0.343;21719.1401;            ;            ;            ;;2024-10-28
;103.663;0.773;0.347;1410.6255;0.347;20607.3734;            ;            ;            ;;2024-10-28
;104.389;0.726;0.350;3185.8381;0.350;19645.8643;            ;            ;            ;;2024-10-28
;105.103;0.714;0.353;7751.6585;0.353;18817.5037;            ;            ;            ;;2024-10-28
;105.843;0.740;0.357;20255.1523;0.357;18107.8854;            ;            ;            ;;2024-10-28
;106.940;1.097;0.360;36094.0336;0.360;17504.9311;            ;            ;            ;;2024-10-28
;108.222;1.282;0.363;42516.8281;0.363;16998.5655;            ;            ;            ;;2024-10-28
;109.297;1.075;0.367;35375.6256;0.367;16580.4394;            ;            ;            ;;2024-10-28
;110.162;0.865;0.370;23838.5185;0.370;16243.6941;            ;            ;            ;;2024-10-28
;111.406;1.244;0.373;18822.0918;0.373;15982.7623;            ;            ;            ;;2024-10-28
;112.229;0.823;0.377;24161.4570;0.377;15793.1976;            ;            ;            ;;2024-10-28
;112.991;0.762;0.380;36353.0038;0.380;15671.5273;            ;            ;            ;;2024-10-28
;113.738;0.747;0.383;46275.5045;0.383;15615.1208;            ;            ;            ;;2024-10-28
;114.525;0.787;0.387;43410.3526;0.387;15622.0664;            ;            ;            ;;2024-10-28
;115.745;1.220;0.390;26405.5662;0.390;15691.0492;            ;            ;            ;;2024-10-28
;116.740;0.995;0.393;8452.8897;0.393;15821.2202;            ;            ;            ;;2024-10-28
;117.690;0.950;0.397;2704.1903;0.397;16012.0458;            ;            ;            ;;2024-10-28
;118.723;1.033;0.400;5554.1008;0.400;16263.1242;            ;            ;            ;;2024-10-28
;119.622;0.899;0.403;5528.6566;0.403;16573.9531;            ;            ;            ;;2024-10-28
;120.452;0.830;0.407;1686.8496;0.407;16943.6291;            ;            ;            ;;2024-10-28
;121.236;0.784;0.410;1147.0137;0.410;17370.4583;            ;            ;            ;;2024-10-28
;122.395;1.159;0.413;5948.3294;0.413;17851.4573;            ;            ;            ;;2024-10-28
;123.179;0.784;0.417;11614.4801;0.417;18381.7268;            ;            ;            ;;2024-10-28
;            ;            ;0.420;13408.5671;0.420;18953.6966;            ;            ;            ;;2024-10-28
;            ;            ;0.423;9759.3654;0.423;19556.2618;            ;            ;            ;;2024-10-28
;            ;            ;0.427;3319.3004;0.427;20173.8819;            ;            ;            ;;2024-10-28
;            ;            ;0.430;75.5314;0.430;20785.7765;            ;            ;            ;;2024-10-28
;            ;            ;0.433;3794.0188;0.433;21365.4455;            ;            ;            ;;2024-10-28
;            ;            ;0.437;11604.5044;0.437;21880.8232;            ;            ;            ;;2024-10-28
;            ;            ;0.440;20132.6802;0.440;22295.4270;            ;            ;            ;;2024-10-28
;            ;            ;0.443;31229.8960;0.443;22570.7972;            ;            ;            ;;2024-10-28
;            ;            ;0.447;42489.3508;0.447;22670.2909;            ;            ;            ;;2024-10-28
;            ;            ;0.450;42509.3498;0.450;22563.8760;            ;            ;            ;;2024-10-28
;            ;            ;0.453;27676.0751;0.453;22233.0583;            ;            ;            ;;2024-10-28
;            ;            ;0.457;10368.9182;0.457;21674.7094;            ;            ;            ;;2024-10-28
;            ;            ;0.460;1794.3419;0.460;20902.6030;            ;            ;            ;;2024-10-28
;            ;            ;0.463;521.6439;0.463;19946.0237;            ;            ;            ;;2024-10-28
;            ;            ;0.467;790.2842;0.467;18845.7166;            ;            ;            ;;2024-10-28
;            ;            ;0.470;538.8733;0.470;17648.2616;            ;            ;            ;;2024-10-28
;            ;            ;0.473;555.1538;0.473;16400.3130;            ;            ;            ;;2024-10-28
;            ;            ;0.477;1174.3832;0.477;15143.9300;            ;            ;            ;;2024-10-28
;            ;            ;0.480;1697.4059;0.480;13913.6463;            ;            ;            ;;2024-10-28
;            ;            ;0.483;2953.9732;0.483;12735.3175;            ;            ;            ;;2024-10-28
;            ;            ;0.487;6048.3146;0.487;11626.3663;            ;            ;            ;;2024-10-28
;            ;            ;0.490;8068.6046;0.490;10596.8981;            ;            ;            ;;2024-10-28
;            ;            ;0.493;5992.7579;0.493;9651.1970;            ;            ;            ;;2024-10-28
;            ;            ;0.497;2991.9889;0.497;8789.2539;            ;            ;            ;;2024-10-28
;            ;            ;0.500;3410.9333;0.500;8008.1221;            ;            ;            ;;2024-10-28
;0.922;0.922;0.000;78.8713;0.000;7504.1936;            ;            ;            ;;2024-10-29
;2.141;1.219;0.003;87.5039;0.003;15028.1612;            ;            ;            ;;2024-10-29
;3.180;1.039;0.007;10.5750;0.007;15087.6842;            ;            ;            ;;2024-10-29
;4.189;1.009;0.010;155.4557;0.010;15187.5631;            ;            ;            ;;2024-10-29
;5.063;0.874;0.013;1075.4744;0.013;15328.8237;            ;            ;            ;;2024-10-29
;5.939;0.876;0.017;3679.6287;0.017;15512.9321;            ;            ;            ;;2024-10-29
;6.918;0.979;0.020;7399.0604;0.020;15741.8266;            ;            ;            ;;2024-10-29
;8.167;1.249;0.023;9443.9356;0.023;16017.9594;            ;            ;            ;;2024-10-29
;9.059;0.892;0.027;8420.1001;0.027;16344.3523;            ;            ;            ;;2024-10-29
;9.856;0.797;0.030;6863.4077;0.030;16724.6652;            ;            ;            ;;2024-10-29
;10.648;0.792;0.033;7087.6003;0.033;17163.2828;            ;            ;            ;;2024-10-29
;12.003;1.355;0.037;7931.8131;0.037;17665.4223;            ;            ;            ;;2024-10-29
;13.300;1.297;0.040;11078.8123;0.040;18237.2650;            ;            ;            ;;2024-10-29
;14.560;1.260;0.043;26211.0367;0.043;18886.1201;            ;            ;            ;;2024-10-29
;15.409;0.849;0.047;59207.9831;0.047;19620.6264;            ;            ;            ;;2024-10-29
;16.180;0.771;0.050;95820.8350;0.050;20451.0014;            ;            ;            ;;2024-10-29
;16.957;0.777;0.053;109325.9348;0.053;21389.3518;            ;            ;            ;;2024-10-29
;17.819;0.862;0.057;88340.5823;0.057;22450.0595;            ;            ;            ;;2024-10-29
;19.206;1.387;0.060;49634.9244;0.060;23650.2664;            ;            ;            ;;2024-10-29
;20.483;1.277;0.063;21500.4615;0.063;25010.4848;            ;            ;            ;;2024-10-29
;21.606;1.123;0.067;19401.5186;0.067;26555.3709;            ;            ;            ;;2024-10-29
;22.607;1.001;0.070;37016.8065;0.070;28314.7119;            ;            ;            ;;2024-10-29
;23.494;0.887;0.073;55005.1139;0.073;30324.6931;            ;            ;            ;;2024-10-29
;24.611;1.117;0.077;57451.0386;0.077;32629.5362;            ;            ;            ;;2024-10-29
;25.381;0.770;0.080;44147.1798;0.080;35283.6334;            ;            ;            ;;2024-10-29
;26.148;0.767;0.083;28586.7414;0.083;38354.3444;            ;            ;            ;;2024-10-29
;27.478;1.330;0.087;21885.1433;0.087;41925.6923;            ;            ;            ;;2024-10-29
;28.455;0.977;0.090;22160.4503;0.090;46103.2768;            ;            ;            ;;2024-10-29
;29.272;0.817;0.093;26540.8670;0.093;51020.8454;            ;            ;            ;;2024-10-29
;30.072;0.800;0.097;43557.6919;0.097;56849.1240;            ;            ;            ;;2024-10-29
;30.840;0.768;0.100;77552.5139;0.100;63807.7106;            ;            ;            ;;2024-10-29
;31.600;0.760;0.103;114942.9054;0.103;72181.0688;            ;            ;            ;;2024-10-29
;32.356;0.756;0.107;143433.6388;0.107;82339.8528;            ;            ;            ;;2024-10-29
;33.136;0.780;0.110;165404.0345;0.110;94768.7575;            ;            ;            ;;2024-10-29
;34.481;1.345;0.113;178995.8757;0.113;110101.2739;            ;            ;            ;;2024-10-29
;35.579;1.098;0.117;160718.8766;0.117;129158.8597;            ;            ;            ;;2024-10-29
;36.668;1.089;0.120;87929.4046;0.120;152984.0783;            ;            ;            ;;2024-10-29
;37.558;0.890;0.123;11535.4338;0.123;182837.8220;            ;            ;            ;;2024-10-29
;38.578;1.020;0.127;62375.7183;0.127;220088.0745;            ;            ;            ;;2024-10-29
;39.333;0.755;0.130;259074.2363;0.130;265837.9215;            ;            ;            ;;2024-10-29
;40.085;0.752;0.133;389345.8822;0.133;320037.8987;            ;            ;            ;;2024-10-29
;40.914;0.829;0.137;297352.2867;0.137;379854.6999;            ;            ;            ;;2024-10-29
;42.173;1.259;0.140;144410.0329;0.140;437696.2662;            ;            ;            ;;2024-10-29
;43.292;1.119;0.143;127102.5908;0.143;480980.5309;            ;            ;            ;;2024-10-29
;44.281;0.989;0.147;165877.1155;0.147;496782.1149;            ;            ;            ;;2024-10-29
;45.114;0.833;0.150;120540.2915;0.150;480183.6672;            ;            ;            ;;2024-10-29
;45.872;0.758;0.153;45366.3664;0.153;437987.4259;            ;            ;            ;;2024-10-29
;46.610;0.738;0.157;57472.7136;0.157;383238.7839;            ;            ;            ;;2024-10-29
;47.386;0.776;0.160;188192.3727;0.160;327362.4592;            ;            ;            ;;2024-10-29
;48.637;1.251;0.163;411773.2491;0.163;276836.9996;            ;            ;            ;;2024-10-29
;49.788;1.151;0.167;640436.6464;0.167;233965.7228;            ;            ;            ;;2024-10-29
;50.823;1.035;0.170;734223.1511;0.170;198726.6358;            ;            ;            ;;2024-10-29
;51.707;0.884;0.173;635836.9380;0.173;170153.3364;            ;            ;            ;;2024-10-29
;52.494;0.787;0.177;434078.4389;0.177;147062.8670;            ;            ;            ;;2024-10-29
;53.254;0.760;0.180;248653.1815;0.180;128359.8984;            ;            ;            ;;2024-10-29
;54.461;1.207;0.183;126131.0131;0.183;113129.9076;            ;            ;            ;;2024-10-29
;55.598;1.137;0.187;63522.7999;0.187;100643.8305;            ;            ;            ;;2024-10-29
;56.526;0.928;0.190;52136.2922;0.190;90332.4146;            ;            ;            ;;2024-10-29
;57.369;0.843;0.193;67479.7630;0.193;81754.6569;            ;            ;            ;;2024-10-29
;58.140;0.771;0.197;70984.8355;0.197;74569.1729;            ;            ;            ;;2024-10-29
;58.927;0.787;0.200;49203.8339;0.200;68510.8469;            ;            ;            ;;2024-10-29
;60.235;1.308;0.203;22313.1568;0.203;63372.6707;            ;            ;            ;;2024-10-29
;61.318;1.083;0.207;9388.3699;0.207;58991.9258;            ;            ;            ;;2024-10-29
;62.232;0.914;0.210;9424.5118;0.210;55239.7693;            ;            ;            ;;2024-10-29
;63.064;0.832;0.213;13041.4318;0.213;52013.4003;            ;            ;            ;;2024-10-29
;63.839;0.775;0.217;14429.6535;0.217;49230.1582;            ;            ;            ;;2024-10-29
;64.660;0.821;0.220;12952.0101;0.220;46823.0545;            ;            ;            ;;2024-10-29
;65.489;0.829;0.223;11309.4106;0.223;44737.3698;            ;            ;            ;;2024-10-29
;66.244;0.755;0.227;12289.9713;0.227;42928.0423;            ;            ;            ;;2024-10-29
;66.967;0.723;0.230;15893.2382;0.230;41357.6475;            ;            ;            ;;2024-10-29
;67.675;0.708;0.233;20326.4598;0.233;39994.8203;            ;            ;            ;;2024-10-29
;68.373;0.698;0.237;24403.0384;0.237;38813.0117;            ;            ;            ;;2024-10-29
;69.055;0.682;0.240;25959.9348;0.240;37789.4970;            ;            ;            ;;2024-10-29
;69.745;0.690;0.243;21358.8492;0.243;36904.5780;            ;            ;            ;;2024-10-29
;70.547;0.802;0.247;12834.9268;0.247;36140.9321;            ;            ;            ;;2024-10-29
;71.708;1.161;0.250;8472.2516;0.250;35483.0775;            ;            ;            ;;2024-10-29
;72.758;1.050;0.253;7236.5078;0.253;34916.9287;            ;            ;            ;;2024-10-29
;73.612;0.854;0.257;1911.4722;0.257;34429.4271;            ;            ;            ;;2024-10-29
;74.351;0.739;0.260;2315.3871;0.260;34008.2340;            ;            ;            ;;2024-10-29
;75.072;0.721;0.263;24294.9457;0.263;33641.4814;            ;            ;            ;;2024-10-29
;75.789;0.717;0.267;54771.7368;0.267;33317.5759;            ;            ;            ;;2024-10-29
;76.515;0.726;0.270;65637.1555;0.270;33025.0599;            ;            ;            ;;2024-10-29
;77.379;0.864;0.273;54770.2462;0.273;32752.5304;            ;            ;            ;;2024-10-29
;78.549;1.170;0.277;38366.0632;0.277;32488.6228;            ;            ;            ;;2024-10-29
;79.555;1.006;0.280;20850.3922;0.280;32222.0632;            ;            ;            ;;2024-10-29
;80.434;0.879;0.283;3645.1982;0.283;31941.7929;            ;            ;            ;;2024-10-29
;81.188;0.754;0.287;3174.5752;0.287;31637.1645;            ;            ;            ;;2024-10-29
;81.917;0.729;0.290;29813.6176;0.290;31298.2040;            ;            ;            ;;2024-10-29
;82.646;0.729;0.293;60660.8885;0.293;30915.9228;            ;            ;            ;;2024-10-29
;83.397;0.751;0.297;61632.9642;0.297;30482.6600;            ;            ;            ;;2024-10-29
;84.202;0.805;0.300;33228.2268;0.300;29992.4218;            ;            ;            ;;2024-10-29
;84.999;0.797;0.303;7298.7522;0.303;29441.1847;            ;            ;            ;;2024-10-29
;85.740;0.741;0.307;1035.2860;0.307;28827.1226;            ;            ;            ;;2024-10-29
;86.479;0.739;0.310;3217.9385;0.310;28150.7272;            ;            ;            ;;2024-10-29
;87.217;0.738;0.313;2759.8924;0.313;27414.7963;            ;            ;            ;;2024-10-29
;88.002;0.785;0.317;1976.6239;0.317;26624.2821;            ;            ;            ;;2024-10-29
;89.149;1.147;0.320;3038.9447;0.320;25786.0077;            ;            ;            ;;2024-10-29
;90.221;1.072;0.323;3698.8551;0.323;24908.2760;            ;            ;            ;;2024-10-29
;91.062;0.841;0.327;6669.9540;0.327;24000.4077;            ;            ;            ;;2024-10-29
;91.829;0.767;0.330;18808.9201;0.330;23072.2517;            ;            ;            ;;2024-10-29
;92.578;0.749;0.333;39037.8215;0.333;22133.7107;            ;            ;            ;;2024-10-29
;93.321;0.743;0.337;54808.9417;0.337;21194.3189;            ;            ;            ;;2024-10-29
;94.173;0.852;0.340;53939.9425;0.340;20262.8974;            ;            ;            ;;2024-10-29
;95.347;1.174;0.343;37506.2183;0.343;19347.3009;            ;            ;            ;;2024-10-29
;96.425;1.078;0.347;18152.6144;0.347;18454.2587;            ;            ;            ;;2024-10-29
;97.325;0.900;0.350;6388.4318;0.350;17589.3029;            ;            ;            ;;2024-10-29
;98.151;0.826;0.353;2433.3369;0.353;16756.7694;            ;            ;            ;;2024-10-29
;98.917;0.766;0.357;2124.9569;0.357;15959.8561;            ;            ;            ;;2024-10-29
;99.660;0.743;0.360;4616.3220;0.360;15200.7210;            ;            ;            ;;2024-10-29
;100.428;0.768;0.363;10206.8383;0.363;14480.6042;            ;            ;            ;;2024-10-29
;101.547;1.119;0.367;15647.8450;0.367;13799.9604;            ;            ;            ;;2024-10-29
;102.712;1.165;0.370;16571.5277;0.370;13158.5920;            ;            ;            ;;2024-10-29
;103.584;0.872;0.373;12338.2004;0.373;12555.7760;            ;            ;            ;;2024-10-29
;104.392;0.808;0.377;6391.2351;0.377;11990.3783;            ;            ;            ;;2024-10-29
;105.163;0.771;0.380;3109.1734;0.380;11460.9551;            ;            ;            ;;2024-10-29
;105.912;0.749;0.383;3807.7350;0.383;10965.8390;            ;            ;            ;;2024-10-29
;106.649;0.737;0.387;5479.3004;0.387;10503.2101;            ;            ;            ;;2024-10-29
;107.398;0.749;0.390;5557.6849;0.390;10071.1548;            ;            ;            ;;2024-10-29
;108.205;0.807;0.393;5890.5711;0.393;9667.7107;            ;            ;            ;;2024-10-29
;109.386;1.181;0.397;7824.5447;0.397;9290.9023;            ;            ;            ;;2024-10-29
;110.388;1.002;0.400;7766.9456;0.400;8938.7671;            ;            ;            ;;2024-10-29
;111.263;0.875;0.403;3763.6247;0.403;8609.3751;            ;            ;            ;;2024-10-29
;112.045;0.782;0.407;641.6297;0.407;8300.8413;            ;            ;            ;;2024-10-29
;112.785;0.740;0.410;2104.7372;0.410;8011.3351;            ;            ;            ;;2024-10-29
;113.514;0.729;0.413;4717.8766;0.413;7739.0855;            ;            ;            ;;2024-10-29
;114.230;0.716;0.417;5177.9378;0.417;7482.3843;            ;            ;            ;;2024-10-29
;114.965;0.735;0.420;5602.4603;0.420;7239.5879;            ;            ;            ;;2024-10-29
;115.921;0.956;0.423;7612.4906;0.423;7009.1186;            ;            ;            ;;2024-10-29
;116.925;1.004;0.427;8738.7989;0.427;6789.4658;            ;            ;            ;;2024-10-29
;117.886;0.961;0.430;7173.2418;0.430;6579.1883;            ;            ;            ;;2024-10-29
;118.733;0.847;0.433;4458.1582;0.433;6376.9168;            ;            ;            ;;2024-10-29
;119.495;0.762;0.437;2438.7946;0.437;6181.3589;            ;            ;            ;;2024-10-29
;120.245;0.750;0.440;1160.5013;0.440;5991.3046;            ;            ;            ;;2024-10-29
;120.965;0.720;0.443;522.1629;0.443;5805.6344;            ;            ;            ;;2024-10-29
;121.686;0.721;0.447;1529.4981;0.447;5623.3280;            ;            ;            ;;2024-10-29
;122.462;0.776;0.450;4049.5288;0.450;5443.4749;            ;            ;            ;;2024-10-29
;123.251;0.789;0.453;5369.2547;0.453;5265.2848;            ;            ;            ;;2024-10-29
;            ;            ;0.457;3747.1591;0.457;5088.0984;            ;            ;            ;;2024-10-29
;            ;            ;0.460;1142.9017;0.460;4911.3970;            ;            ;            ;;2024-10-29
;            ;            ;0.463;85.5866;0.463;4734.8097;            ;            ;            ;;2024-10-29
;            ;            ;0.467;603.3340;0.467;4558.1181;            ;            ;            ;;2024-10-29
;            ;            ;0.470;1485.5039;0.470;4381.2566;            ;            ;            ;;2024-10-29
;            ;            ;0.473;2011.7281;0.473;4204.3082;            ;            ;            ;;2024-10-29
;            ;            ;0.477;2011.0247;0.477;4027.4952;            ;            ;            ;;2024-10-29
;            ;            ;0.480;1595.2895;0.480;3851.1645;            ;            ;            ;;2024-10-29
;            ;            ;0.483;1136.7309;0.483;3675.7691;            ;            ;            ;;2024-10-29
;            ;            ;0.487;1396.3878;0.487;3501.8448;            ;            ;            ;;2024-10-29
;            ;            ;0.490;2946.8003;0.490;3329.9850;            ;            ;            ;;2024-10-29
;            ;            ;0.493;5072.2758;0.493;3160.8142;            ;            ;            ;;2024-10-29
;            ;            ;0.497;6374.6525;0.497;2994.9615;            ;            ;            ;;2024-10-29
;            ;            ;0.500;6504.0074;0.500;2833.0362;            ;            ;            ;;2024-10-29
