Date ,28/10/2024,29/10/2024,30/10/2024,31/10/2024,01/11/2024,02/11/2024,03/11/2024,04/11/2024,5/11/2024,06/11/2024,07/11/2024,08/11/2024,09/11/2024,10/11/2024,11/11/2024,12/11/2024,13/11/2024,14/11/2024,15/11/2024,16/11/2024,17/11/2024,18/11/2024,19/11/2024,20/11/2024,21/11/2024,22/11/2024,23/11/2024,24/11/2024
Sample entropy (SampEn),1.198,0.868,1.190,1.150,1.149,0.686,0.924,1.363,1.697,1.046,0.877,1.377,1.447,1.213,0.610,1.160,1.045,0.816,1.496,0.610,1.160,1.045,0.816,1.496,1.116,1.097,1.430,1.588
